Date,Adj Close,Close,High,Low,Open,Volume
2022-02-10,137.4836883544922,138.6199951171875,141.4844970703125,137.95700073242188,139.70350646972656,39330000.0
2022-02-11,133.1817626953125,134.28250122070312,139.156494140625,133.39999389648438,138.60000610351562,39958000.0
2022-02-14,134.41506958007812,135.5260009765625,136.3000030517578,133.25650024414062,133.25650024414062,34302000.0
2022-02-15,135.4886932373047,136.60850524902344,138.10850524902344,135.82150268554688,137.57049560546875,26680000.0
2022-02-16,136.6089630126953,137.73800659179688,138.08599853515625,134.9239959716797,136.64649963378906,25022000.0
2022-02-17,131.45254516601562,132.53900146484375,137.11349487304688,132.47850036621094,136.2429962158203,38950000.0
2022-02-18,129.33404541015625,130.4029998779297,134.07000732421875,130.19650268554688,133.4669952392578,45620000.0
2022-02-22,128.74937438964844,129.81350708007812,132.1804962158203,128.22349548339844,129.83799743652344,44990000.0
2022-02-23,126.54212188720703,127.58799743652344,132.05099487304688,127.52749633789062,131.64849853515625,32786000.0
2022-02-24,131.6033172607422,132.6909942626953,133.0,124.95349884033203,124.95349884033203,54456000.0
2022-02-25,133.3572998046875,134.45950317382812,135.27149963378906,131.75149536132812,133.552001953125,36406000.0
2022-02-28,133.94993591308594,135.0570068359375,135.75149536132812,132.59249877929688,133.0500030517578,38864000.0
2022-03-01,132.96253967285156,134.06149291992188,136.2554931640625,133.218505859375,134.8784942626953,26496000.0
2022-03-02,133.4683837890625,134.57150268554688,135.2624969482422,133.07150268554688,134.6280059814453,23520000.0
2022-03-03,132.8018798828125,133.89950561523438,136.4394989013672,133.02549743652344,136.00999450683594,24604000.0
2022-03-04,130.82522583007812,131.906494140625,133.85150146484375,130.33749389648438,132.92750549316406,30430000.0
2022-03-07,125.3425521850586,126.37850189208984,131.73500061035156,126.29499816894531,131.48800659179688,45112000.0
2022-03-08,126.0625991821289,127.10449981689453,131.25,125.67449951171875,126.25,40428000.0
2022-03-09,132.32632446289062,133.4199981689453,133.73550415039062,129.90049743652344,131.25,37026000.0
2022-03-10,131.3439483642578,132.42950439453125,133.27200317382812,130.91250610351562,131.26600646972656,27102000.0
2022-03-11,128.80592346191406,129.87049865722656,133.79550170898438,129.63150024414062,133.48849487304688,31526000.0
2022-03-14,124.9185562133789,125.95099639892578,130.40899658203125,125.2750015258789,130.25,38812000.0
2022-03-15,128.13893127441406,129.197998046875,129.85450744628906,125.72049713134766,126.97599792480469,30920000.0
2022-03-16,132.18798828125,133.28050231933594,133.33299255371094,128.7344970703125,130.73300170898438,35576000.0
2022-03-17,132.74188232421875,133.83900451660156,134.08050537109375,132.18499755859375,133.1490020751953,28264000.0
2022-03-18,135.0096435546875,136.12550354003906,136.24400329589844,132.2584991455078,133.42449951171875,44566000.0
2022-03-21,134.98583984375,136.10150146484375,137.0500030517578,134.09249877929688,136.1634979248047,26832000.0
2022-03-22,138.7214813232422,139.8679962158203,141.0500030517578,136.10150146484375,136.10150146484375,35496000.0
2022-03-23,137.14199829101562,138.27549743652344,139.5885009765625,137.8350067138672,138.70249938964844,25154000.0
2022-03-24,140.4114990234375,141.57200622558594,141.61900329589844,137.75050354003906,139.1999969482422,26396000.0
2022-03-25,140.51168823242188,141.67300415039062,142.03500366210938,139.7375030517578,141.91600036621094,24126000.0
2022-03-28,140.29595947265625,141.45550537109375,142.00250244140625,139.81149291992188,140.90049743652344,35050000.0
2022-03-29,141.33734130859375,142.5054931640625,143.7935028076172,142.0384979248047,142.6475067138672,34318000.0
2022-03-30,140.77499389648438,141.93850708007812,142.7205047607422,141.60000610351562,142.4600067138672,19884000.0
2022-03-31,137.9275360107422,139.0675048828125,142.10800170898438,139.02450561523438,142.05299377441406,37524000.0
2022-04-01,139.00164794921875,140.15049743652344,140.4709930419922,138.3074951171875,139.5,25942000.0
2022-04-04,141.79949951171875,142.97149658203125,143.71200561523438,140.3105010986328,140.35850524902344,25942000.0
2022-04-05,139.43856811523438,140.59100341796875,142.99049377441406,140.38250732421875,142.86900329589844,21418000.0
2022-04-06,135.42869567871094,136.54800415039062,139.36050415039062,135.51699829101562,138.75,32468000.0
2022-04-07,134.77456665039062,135.8885040283203,137.1645050048828,134.2274932861328,136.00999450683594,26234000.0
2022-04-08,132.1949005126953,133.28750610351562,135.6699981689453,132.9654998779297,135.58349609375,25142000.0
2022-04-11,127.76749420166016,128.82350158691406,132.09249877929688,128.6685028076172,131.82350158691406,36884000.0
2022-04-12,126.66759490966797,127.7145004272461,131.60000610351562,126.78900146484375,131.60000610351562,32710000.0
2022-04-13,128.82923889160156,129.8939971923828,130.33399963378906,127.74099731445312,128.0,27928000.0
2022-04-14,125.69116973876953,126.7300033569336,130.47950744628906,126.60099792480469,130.47950744628906,31598000.0
2022-04-18,126.6299057006836,127.67649841308594,128.21249389648438,126.18199920654297,127.0,20808000.0
2022-04-19,128.9432830810547,130.00900268554688,130.33299255371094,126.99949645996094,127.69149780273438,26490000.0
2022-04-20,126.99042510986328,128.0399932861328,131.3990020751953,127.5,130.89199829101562,31696000.0
2022-04-21,123.79136657714844,124.81449890136719,130.09849548339844,124.52649688720703,129.25,36446000.0
2022-04-22,118.65482330322266,119.635498046875,125.4020004272461,118.92500305175781,125.0,56884000.0
2022-04-25,122.06513214111328,123.0739974975586,123.27749633789062,118.51100158691406,119.10099792480469,46128000.0
2022-04-26,117.67739868164062,118.6500015258789,122.51000213623047,118.51100158691406,122.29450225830078,73054000.0
2022-04-27,113.35759735107422,114.29450225830078,117.24199676513672,112.73650360107422,114.46949768066406,91820000.0
2022-04-28,117.55094909667969,118.52249908447266,119.64949798583984,114.11499786376953,116.41500091552734,48884000.0
2022-04-29,113.17411041259766,114.1094970703125,117.91999816894531,113.81449890136719,116.7344970703125,42676000.0
2022-05-02,115.62734985351562,116.58300018310547,116.74549865722656,112.5999984741211,113.40499877929688,35534000.0
2022-05-03,116.37218475341797,117.33399963378906,118.44200134277344,116.03450012207031,116.43049621582031,24968000.0
2022-05-04,121.25880432128906,122.26100158691406,122.85449981689453,115.11599731445312,117.03150177001953,49916000.0
2022-05-05,115.55046844482422,116.50550079345703,121.03900146484375,115.00550079345703,120.2040023803711,45840000.0
2022-05-06,114.79769897460938,115.74649810791016,117.57150268554688,114.0155029296875,115.18450164794922,39710000.0
2022-05-09,111.58871459960938,112.51100158691406,115.0770034790039,112.00050354003906,113.25,40802000.0
2022-05-10,113.45726013183594,114.3949966430664,116.25,112.90049743652344,115.50749969482422,39900000.0
2022-05-11,112.67127227783203,113.60250091552734,116.364501953125,113.23650360107422,113.23650360107422,37534000.0
2022-05-12,111.91899108886719,112.84400177001953,114.29499816894531,109.82450103759766,111.37750244140625,53836000.0
2022-05-13,115.09920501708984,116.05049896240234,117.875,113.6050033569336,114.53299713134766,35038000.0
2022-05-16,113.50687408447266,114.44499969482422,116.16999816894531,113.8895034790039,114.95549774169922,25990000.0
2022-05-17,115.51824951171875,116.4729995727539,116.9000015258789,114.87000274658203,116.84049987792969,23054000.0
2022-05-18,110.98223876953125,111.89949798583984,115.4000015258789,111.55549621582031,115.0,35126000.0
2022-05-19,109.47916412353516,110.38400268554688,113.01000213623047,110.0,111.43150329589844,34144000.0
2022-05-20,108.01524353027344,108.90799713134766,112.18350219726562,105.79650115966797,111.95099639892578,48962000.0
2022-05-23,110.57408905029297,111.48799896240234,112.14749908447266,108.74099731445312,109.5875015258789,37184000.0
2022-05-24,105.1013412475586,105.97000122070312,106.45850372314453,101.8844985961914,105.77200317382812,76780000.0
2022-05-25,104.93768310546875,105.80500030517578,106.5,103.85649871826172,104.9854965209961,40258000.0
2022-05-26,106.90888977050781,107.7925033569336,108.64949798583984,105.2249984741211,105.677001953125,37948000.0
2022-05-27,111.39582061767578,112.31649780273438,112.31800079345703,109.13849639892578,109.48300170898438,37914000.0
2022-05-31,112.82946014404297,113.76200103759766,115.73500061035156,112.07849884033203,112.74649810791016,50012000.0
2022-06-01,112.95840454101562,113.89199829101562,117.10150146484375,113.25,114.8550033569336,36606000.0
2022-06-02,116.6583251953125,117.62249755859375,117.89949798583984,112.94650268554688,114.0,37992000.0
2022-06-03,113.60208129882812,114.54100036621094,116.32150268554688,113.51850128173828,116.0625,26136000.0
2022-06-06,115.86289978027344,116.82050323486328,119.34700012207031,116.16400146484375,116.70449829101562,33542000.0
2022-06-07,116.18919372558594,117.14949798583984,117.69100189208984,115.052001953125,115.48049926757812,31590000.0
2022-06-08,116.23332977294922,117.19400024414062,118.57050323486328,116.5999984741211,116.7614974975586,26108000.0
2022-06-09,113.8941650390625,114.83550262451172,118.29900360107422,114.7760009765625,116.32749938964844,25798000.0
2022-06-10,110.25027465820312,111.1614990234375,113.27899932861328,110.36599731445312,112.44499969482422,41452000.0
2022-06-13,105.5203628540039,106.39250183105469,108.79149627685547,106.11900329589844,106.7864990234375,47252000.0
2022-06-14,105.8407211303711,106.71549987792969,107.92449951171875,105.80000305175781,106.53500366210938,33706000.0
2022-06-15,108.86473846435547,109.7645034790039,111.42350006103516,107.66950225830078,108.54499816894531,39698000.0
2022-06-16,105.16432189941406,106.03350067138672,108.64849853515625,105.13800048828125,107.22100067138672,51684000.0
2022-06-17,106.26522827148438,107.14350128173828,108.69950103759766,105.0459976196289,106.03350067138672,51376000.0
2022-06-21,110.62965393066406,111.54399871826172,112.489501953125,108.5999984741211,108.92949676513672,47416000.0
2022-06-22,110.57361602783203,111.48750305175781,113.34649658203125,110.38249969482422,110.55650329589844,30774000.0
2022-06-23,111.32192993164062,112.24199676513672,112.74250030517578,110.50050354003906,112.23149871826172,28362000.0
2022-06-24,117.00794219970703,117.9749984741211,118.0790023803711,112.95249938964844,112.99500274658203,41164000.0
2022-06-27,114.88399505615234,115.83350372314453,118.57949829101562,115.17949676513672,118.27300262451172,36420000.0
2022-06-28,111.08934783935547,112.00749969482422,117.30950164794922,111.8479995727539,115.80249786376953,35792000.0
2022-06-29,110.78585815429688,111.70149993896484,113.1604995727539,110.87249755859375,111.552001953125,24716000.0
2022-06-30,108.06979370117188,108.96299743652344,110.88800048828125,106.75,110.0,43170000.0
2022-07-01,107.84615325927734,108.73750305175781,109.25,106.73049926757812,107.93299865722656,35476000.0
2022-07-05,112.33455657958984,113.26300048828125,113.37699890136719,105.73149871826172,107.10050201416016,39342000.0
2022-07-06,113.63282775878906,114.5719985961914,115.5895004272461,111.47599792480469,113.302001953125,37432000.0
2022-07-07,117.80931091308594,118.78299713134766,119.18949890136719,114.83350372314453,115.08000183105469,40936000.0
2022-07-08,118.37513732910156,119.35350036621094,119.68499755859375,116.90149688720703,117.25,38238000.0
2022-07-11,114.72826385498047,115.67649841308594,117.99800109863281,115.33049774169922,117.99800109863281,31196000.0
2022-07-12,113.08585357666016,114.02050018310547,116.9739990234375,113.69000244140625,116.21499633789062,29960000.0
2022-07-13,110.44071960449219,111.35350036621094,114.19599914550781,111.20149993896484,111.70099639892578,43722000.0
2022-07-14,109.4627914428711,110.36750030517578,111.09300231933594,108.37300109863281,110.21050262451172,37004000.0
2022-07-15,110.8612289428711,111.77749633789062,113.1405029296875,110.9000015258789,112.00050354003906,46770000.0
2022-07-18,108.13624572753906,109.02999877929688,113.68000030517578,108.37000274658203,112.63999938964844,43164600.0
2022-07-19,112.87705993652344,113.80999755859375,114.0199966430664,109.55999755859375,110.8499984741211,36530900.0
2022-07-20,112.96633911132812,113.9000015258789,115.4000015258789,112.4800033569336,113.16999816894531,35600400.0
2022-07-21,113.40272521972656,114.33999633789062,114.55000305175781,111.11000061035156,114.27999877929688,32676200.0
2022-07-22,107.01551055908203,107.9000015258789,112.33999633789062,106.5,111.0,48901200.0
2022-07-25,106.62871551513672,107.51000213623047,109.87000274658203,106.30000305175781,108.41000366210938,34690900.0
2022-07-26,104.15911865234375,105.0199966430664,107.19999694824219,104.06999969482422,106.5999984741211,47991000.0
2022-07-27,112.13323211669922,113.05999755859375,113.91000366210938,108.01000213623047,109.26000213623047,59858500.0
2022-07-28,113.28372192382812,114.22000122070312,114.33999633789062,111.45999908447266,112.37000274658203,32816600.0
2022-07-29,115.36650085449219,116.31999969482422,116.70999908447266,113.05999755859375,113.08000183105469,37223400.0
2022-08-01,113.91846466064453,114.86000061035156,116.72000122070312,114.33999633789062,115.30000305175781,26034300.0
2022-08-02,114.18624877929688,115.12999725341797,116.3499984741211,113.72000122070312,114.0,20236000.0
2022-08-03,117.11207580566406,118.08000183105469,118.62000274658203,115.4800033569336,115.70999908447266,28499000.0
2022-08-04,117.2211685180664,118.19000244140625,118.77999877929688,116.88999938964844,117.4800033569336,21602900.0
2022-08-05,116.50706481933594,117.47000122070312,118.11000061035156,116.0,116.2300033569336,19159500.0
2022-08-08,116.33847045898438,117.30000305175781,120.1500015258789,116.87999725341797,118.38999938964844,19138300.0
2022-08-09,115.67396545410156,116.62999725341797,117.31999969482422,115.70999908447266,117.13999938964844,19086500.0
2022-08-10,118.71878814697266,119.69999694824219,120.91999816894531,118.41000366210938,118.77999877929688,30930400.0
2022-08-11,117.86585235595703,118.83999633789062,121.48999786376953,118.55999755859375,121.27999877929688,24293700.0
2022-08-12,120.68255615234375,121.68000030517578,121.68000030517578,119.45999908447266,120.26000213623047,19096300.0
2022-08-15,121.07928466796875,122.08000183105469,122.30000305175781,120.61000061035156,121.12999725341797,19494800.0
2022-08-16,120.70238494873047,121.69999694824219,122.43000030517578,120.63999938964844,121.5199966430664,19041200.0
2022-08-17,118.57003021240234,119.55000305175781,121.29000091552734,119.37999725341797,120.12000274658203,22847000.0
2022-08-18,119.18494415283203,120.16999816894531,120.81999969482422,118.72000122070312,119.43000030517578,17987700.0
2022-08-19,116.24919128417969,117.20999908447266,119.1500015258789,116.76000213623047,119.05999755859375,21809500.0
2022-08-22,113.30355072021484,114.23999786376953,115.62999725341797,113.8499984741211,115.19999694824219,21456600.0
2022-08-23,112.92667388916016,113.86000061035156,115.01000213623047,113.43000030517578,113.4800033569336,15870400.0
2022-08-24,112.75804901123047,113.69000244140625,114.77999877929688,112.87000274658203,113.5,17734600.0
2022-08-25,115.69380187988281,116.6500015258789,116.72000122070312,114.11000061035156,114.23999786376953,16956800.0
2022-08-26,109.43550872802734,110.33999633789062,115.12000274658203,110.19000244140625,114.72000122070312,37245700.0
2022-08-29,108.52305603027344,109.41999816894531,110.94999694824219,108.80000305175781,109.98999786376953,21191200.0
2022-08-30,108.04698944091797,108.94000244140625,110.5,107.80000305175781,110.16999816894531,27513300.0
2022-08-31,107.33289337158203,108.22000122070312,110.8499984741211,108.12999725341797,110.6500015258789,28627000.0
2022-09-01,108.8404312133789,109.73999786376953,110.44999694824219,107.36000061035156,108.27999877929688,28360900.0
2022-09-02,106.96592712402344,107.8499984741211,110.73999786376953,107.26000213623047,110.58999633789062,24160700.0
2022-09-06,105.9344482421875,106.80999755859375,108.02999877929688,105.77999877929688,107.30000305175781,25068300.0
2022-09-07,108.55281066894531,109.44999694824219,109.9800033569336,106.9000015258789,107.05999755859375,23167000.0
2022-09-08,107.49158477783203,108.37999725341797,109.5999984741211,107.16000366210938,108.04000091552734,24238300.0
2022-09-09,109.74298858642578,110.6500015258789,110.98999786376953,109.0199966430664,109.06999969482422,23197700.0
2022-09-12,109.95124816894531,110.86000061035156,111.62000274658203,109.93000030517578,110.98999786376953,22966800.0
2022-09-13,103.46485900878906,104.31999969482422,108.30000305175781,104.08999633789062,107.80000305175781,38172900.0
2022-09-14,104.13928985595703,105.0,105.27999877929688,103.66000366210938,104.56999969482422,26395100.0
2022-09-15,102.06642150878906,102.91000366210938,105.2699966430664,102.3499984741211,104.02999877929688,34188300.0
2022-09-16,101.95733642578125,102.80000305175781,103.12999725341797,100.94000244140625,102.06999969482422,42797200.0
2022-09-19,102.22510528564453,103.06999969482422,103.33000183105469,101.55000305175781,101.75,23036800.0
2022-09-20,100.3109359741211,101.13999938964844,102.37000274658203,100.5199966430664,102.08000183105469,26517100.0
2022-09-21,98.46617889404297,99.27999877929688,102.87999725341797,99.2699966430664,101.66999816894531,31487300.0
2022-09-22,99.31912994384766,100.13999938964844,101.23999786376953,98.79000091552734,98.81999969482422,34298600.0
2022-09-23,97.93061065673828,98.73999786376953,99.66000366210938,97.47000122070312,99.62999725341797,31625400.0
2022-09-26,97.36526489257812,98.16999816894531,99.87999725341797,97.80000305175781,98.0999984741211,27072700.0
2022-09-27,96.70077514648438,97.5,100.0,96.87000274658203,99.43000030517578,30072800.0
2022-09-28,99.2298583984375,100.05000305175781,100.69999694824219,97.11000061035156,97.6500015258789,32466300.0
2022-09-29,96.62142944335938,97.41999816894531,98.63999938964844,95.95999908447266,98.63999938964844,31047200.0
2022-09-30,94.8659439086914,95.6500015258789,98.9000015258789,95.55999755859375,97.05000305175781,32941500.0
2022-10-03,97.83142852783203,98.63999938964844,99.29000091552734,96.5199966430664,96.76000213623047,27982000.0
2022-10-04,100.80683135986328,101.63999938964844,101.83999633789062,100.37999725341797,100.44000244140625,28850800.0
2022-10-05,100.59855651855469,101.43000030517578,101.93000030517578,98.80000305175781,99.83000183105469,22176900.0
2022-10-06,100.58863067626953,101.41999816894531,102.93000030517578,100.58999633789062,100.68000030517578,22324000.0
2022-10-07,97.87110137939453,98.68000030517578,100.52999877929688,98.30000305175781,99.8499984741211,27502800.0
2022-10-10,97.05783081054688,97.86000061035156,99.0999984741211,97.01000213623047,99.0,18225100.0
2022-10-11,96.38339233398438,97.18000030517578,99.25,96.30999755859375,97.43000030517578,26507100.0
2022-10-12,96.76028442382812,97.55999755859375,98.75,96.73999786376953,97.30000305175781,21876400.0
2022-10-13,98.24797821044922,99.05999755859375,99.77999877929688,94.37999725341797,95.1500015258789,34574500.0
2022-10-14,95.76847839355469,96.55999755859375,100.69000244140625,96.37000274658203,99.98999786376953,25410700.0
2022-10-17,99.1505126953125,99.97000122070312,100.93000030517578,98.83000183105469,98.86000061035156,28419200.0
2022-10-18,99.94396209716797,100.7699966430664,103.47000122070312,99.97000122070312,103.12999725341797,24060700.0
2022-10-19,98.81330871582031,99.62999725341797,101.0199966430664,98.91999816894531,100.01000213623047,23811100.0
2022-10-20,99.1505126953125,99.97000122070312,102.31999969482422,99.38999938964844,100.0,25323200.0
2022-10-21,100.3010025024414,101.12999725341797,101.30999755859375,97.72000122070312,97.8499984741211,32458700.0
2022-10-24,101.67961120605469,102.5199966430664,102.75,99.9800033569336,101.80000305175781,27176400.0
2022-10-25,103.62356567382812,104.4800033569336,104.81999969482422,102.72000122070312,102.9000015258789,40611400.0
2022-10-26,94.1518325805664,94.93000030517578,98.30999755859375,94.69000244140625,96.43000030517578,88114100.0
2022-10-27,91.46405029296875,92.22000122070312,95.43000030517578,91.80000305175781,94.5199966430664,60710900.0
2022-10-28,95.50068664550781,96.29000091552734,96.55000305175781,92.12999725341797,92.2699966430664,43697300.0
2022-10-31,93.73527526855469,94.51000213623047,96.02999877929688,93.9800033569336,95.41999816894531,31675000.0
2022-11-01,89.7283935546875,90.47000122070312,96.02999877929688,90.37000274658203,95.44999694824219,47161400.0
2022-11-02,86.25708770751953,86.97000122070312,91.18000030517578,86.87999725341797,90.94000244140625,57038300.0
2022-11-03,82.74609375,83.43000030517578,86.5199966430664,83.33999633789062,86.31999969482422,61288000.0
2022-11-04,85.87028503417969,86.58000183105469,86.63999938964844,83.70999908447266,85.4000015258789,51124900.0
2022-11-07,87.76461791992188,88.48999786376953,88.9000015258789,86.8499984741211,87.27999877929688,34078900.0
2022-11-08,88.17127227783203,88.9000015258789,90.31999969482422,87.58999633789062,88.9000015258789,30429000.0
2022-11-09,86.60420989990234,87.31999969482422,89.44000244140625,87.27999877929688,88.44999694824219,31769100.0
2022-11-10,93.16996002197266,93.94000244140625,94.38999938964844,91.61000061035156,92.25,51620100.0
2022-11-11,95.61971282958984,96.41000366210938,96.93000030517578,93.91999816894531,94.69000244140625,33090500.0
2022-11-14,94.91551971435547,95.69999694824219,96.79000091552734,94.51000213623047,95.08999633789062,30179500.0
2022-11-15,97.63306427001953,98.44000244140625,100.13999938964844,96.70999908447266,98.26000213623047,41640800.0
2022-11-16,98.03970336914062,98.8499984741211,99.63999938964844,97.63999938964844,97.9000015258789,29105200.0
2022-11-17,97.55372619628906,98.36000061035156,99.27999877929688,96.79000091552734,96.97000122070312,26052600.0
2022-11-18,96.63135528564453,97.43000030517578,98.9000015258789,96.37000274658203,98.7699966430664,28342300.0
2022-11-21,94.81633758544922,95.5999984741211,98.4000015258789,95.36000061035156,97.29000091552734,21647400.0
2022-11-22,96.25445556640625,97.05000305175781,97.22000122070312,94.05000305175781,95.94999694824219,23438500.0
2022-11-23,97.65290832519531,98.45999908447266,98.76000213623047,97.08999633789062,97.08999633789062,18868100.0
2022-11-25,96.66109466552734,97.45999908447266,98.63999938964844,97.4000015258789,98.23999786376953,9701400.0
2022-11-28,95.26265716552734,96.05000305175781,97.58000183105469,95.61000061035156,97.04000091552734,26237500.0
2022-11-29,94.40969848632812,95.19000244140625,96.12000274658203,94.11000061035156,95.7300033569336,20061700.0
2022-11-30,100.16214752197266,100.98999786376953,101.04000091552734,94.41999816894531,94.81999969482422,43647500.0
2022-12-01,100.16214752197266,100.98999786376953,102.25,100.25,101.0199966430664,28687100.0
2022-12-02,99.61666870117188,100.44000244140625,100.7699966430664,98.9000015258789,99.05000305175781,21480700.0
2022-12-05,98.66455078125,99.4800033569336,101.37999725341797,99.0,99.4000015258789,24405100.0
2022-12-06,96.1850357055664,96.9800033569336,99.77999877929688,96.41999816894531,99.30000305175781,24910700.0
2022-12-07,94.1617660522461,94.94000244140625,96.87999725341797,94.72000122070312,96.41000366210938,31045400.0
2022-12-08,92.94183349609375,93.70999908447266,95.58000183105469,93.44999694824219,95.37999725341797,32213300.0
2022-12-09,92.06905364990234,92.83000183105469,94.26000213623047,92.75,93.7699966430664,28225400.0
2022-12-12,92.54511260986328,93.30999755859375,93.55999755859375,91.61000061035156,92.70999908447266,29420000.0
2022-12-13,94.84609985351562,95.62999725341797,99.52999877929688,95.02999877929688,97.76000213623047,40593700.0
2022-12-14,94.29067993164062,95.06999969482422,96.87000274658203,93.5999984741211,95.19999694824219,28733600.0
2022-12-15,90.11519622802734,90.86000061035156,93.63999938964844,90.01000213623047,93.12999725341797,40107000.0
2022-12-16,89.52011108398438,90.26000213623047,91.33000183105469,89.5199966430664,90.76000213623047,58011800.0
2022-12-19,87.71503448486328,88.44000244140625,90.55999755859375,88.20999908447266,90.26000213623047,29493000.0
2022-12-20,88.290283203125,89.0199966430664,89.18000030517578,87.44000244140625,88.11000061035156,23453800.0
2022-12-21,88.84568786621094,89.58000183105469,90.22000122070312,88.31999969482422,89.08000183105469,24745600.0
2022-12-22,87.04061889648438,87.76000213623047,88.54000091552734,86.31999969482422,88.16000366210938,27658300.0
2022-12-23,88.49856567382812,89.2300033569336,89.55000305175781,87.06999969482422,87.11000061035156,23003000.0
2022-12-27,86.67364501953125,87.38999938964844,88.94000244140625,87.01000213623047,88.80000305175781,20097300.0
2022-12-28,85.31487274169922,86.0199966430664,88.04000091552734,85.94000244140625,86.9800033569336,19523200.0
2022-12-29,87.72496032714844,88.44999694824219,88.8499984741211,86.61000061035156,86.62000274658203,23333500.0
2022-12-30,87.50675964355469,88.2300033569336,88.30000305175781,86.56999969482422,86.9800033569336,23986300.0
2023-01-03,88.38946533203125,89.12000274658203,91.05000305175781,88.5199966430664,89.58999633789062,28131200.0
2023-01-04,87.35798645019531,88.08000183105469,90.6500015258789,87.2699966430664,90.3499984741211,34854800.0
2023-01-05,85.49340057373047,86.19999694824219,87.56999969482422,85.9000015258789,87.47000122070312,27194400.0
2023-01-06,86.6240463256836,87.33999633789062,87.69000244140625,84.86000061035156,86.79000091552734,41381500.0
2023-01-09,87.29847717285156,88.0199966430664,90.05000305175781,87.86000061035156,88.36000061035156,29003900.0
2023-01-10,87.6951904296875,88.41999816894531,88.66999816894531,85.83000183105469,85.9800033569336,30467800.0
2023-01-11,90.76978302001953,91.5199966430664,91.5999984741211,89.01000213623047,89.18000030517578,26862000.0
2023-01-12,90.38298797607422,91.12999725341797,91.87000274658203,89.75,91.4800033569336,30258100.0
2023-01-13,91.3648681640625,92.12000274658203,92.19000244140625,90.12999725341797,90.8499984741211,26329200.0
2023-01-17,90.54168701171875,91.29000091552734,92.25,90.05000305175781,92.05999755859375,32602400.0
2023-01-18,90.37306213378906,91.12000274658203,92.80000305175781,90.63999938964844,92.13999938964844,29116700.0
2023-01-19,92.28723907470703,93.05000305175781,93.61000061035156,90.62999725341797,90.72000122070312,37000400.0
2023-01-20,97.21650695800781,98.0199966430664,98.30000305175781,95.0199966430664,95.0999984741211,63191100.0
2023-01-23,98.97199249267578,99.79000091552734,100.04000091552734,97.5,97.94999694824219,40005100.0
2023-01-24,96.89913177490234,97.69999694824219,99.61000061035156,97.19999694824219,98.0999984741211,33078500.0
2023-01-25,94.43946075439453,95.22000122070312,96.16000366210938,93.76000213623047,95.56999969482422,42330000.0
2023-01-26,96.72059631347656,97.5199966430664,97.56999969482422,95.37999725341797,96.5,30114000.0
